model,modality,hardware,arch_type,params_B,hw_tdp,compute_units,memory_bw,output_complexity,num_steps,batch_size,energy_j,time_s,avg_power_w
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,20,1,74.18,0.45,185.14
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,20,1,75.95,0.45,189.39
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,20,1,78.19,0.45,195.15
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,20,1,89.28,0.46,197.8
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,20,1,84.21,0.48,186.9
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,121.1,0.67,185.83
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,119.89,0.67,184.18
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,120.55,0.68,184.91
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,117.11,0.68,179.75
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,119.48,0.67,183.37
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,118.59,0.68,181.87
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,114.95,0.7,176.46
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,114.96,0.66,176.62
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,117.69,0.69,180.65
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,128.97,0.71,183.87
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,122.81,0.73,175.21
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,113.42,0.66,174.13
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,116.21,0.66,178.47
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,121.91,0.66,187.27
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,127.25,0.66,195.24
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,120.12,0.65,184.46
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,111.85,0.66,172.06
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,116.86,0.67,179.39
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,120.02,0.67,184.16
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,114.63,0.68,176.03
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,112.81,0.67,173.29
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,116.04,0.68,178.22
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,119.02,0.68,182.71
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,120.22,0.67,184.46
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,117.63,0.69,180.61
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,129.16,0.71,184.04
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,118.58,0.68,182.15
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,118.25,0.67,181.73
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,117.73,0.67,181.08
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,30,1,120.82,0.67,185.41
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,201.38,1.09,191.17
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,197.91,1.11,179.63
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,199.39,1.11,180.9
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,191.66,1.09,182.12
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,191.28,1.1,181.76
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,198.46,1.11,180.03
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,195.97,1.11,177.81
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,196.16,1.07,186.34
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,188.62,1.08,179.39
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,187.18,1.07,178.1
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,197.05,1.07,187.23
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,193.63,1.09,184.01
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,202.24,1.11,183.38
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,189.23,1.09,179.96
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,201.75,1.11,182.95
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,203.13,1.12,184.33
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,203.58,1.11,184.57
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,192.06,1.09,182.71
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,194.61,1.1,185.07
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,193.89,1.09,184.25
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,197.48,1.07,187.52
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,193.78,1.1,184.25
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,201.27,1.11,182.48
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,188.55,1.1,179.21
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,203.84,1.11,184.79
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,202.16,1.12,183.42
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,201.02,1.13,182.45
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,189.67,1.1,180.26
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,197.41,1.08,187.39
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,16384,50,1,191.99,1.11,182.29
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,26.91,0.17,178.99
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,26.85,0.17,178.48
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.07,0.16,179.93
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,26.76,0.16,178.77
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.87,0.17,185.38
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.96,0.17,185.91
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.73,0.18,184.03
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.48,0.17,182.63
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.65,0.17,183.73
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.59,0.17,183.44
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.86,0.17,184.59
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,28.4,0.17,188.47
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,28.42,0.18,189.23
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,28.76,0.16,190.91
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,28.54,0.16,189.84
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,28.37,0.16,188.53
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,28.08,0.17,186.79
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.85,0.17,185.22
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.53,0.16,183.05
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.41,0.17,182.31
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.47,0.17,182.63
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.41,0.17,182.19
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.45,0.17,182.55
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.56,0.16,183.31
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,28.08,0.16,186.55
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.66,0.16,184.0
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.31,0.17,181.68
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.52,0.17,183.09
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.67,0.16,184.09
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,5,1,27.8,0.16,184.92
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,48.36,0.27,193.17
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,48.94,0.28,195.29
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,48.49,0.28,194.0
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,48.17,0.27,192.52
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,48.1,0.26,192.3
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,48.57,0.27,194.03
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,48.38,0.27,193.36
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,48.45,0.26,193.48
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,47.18,0.26,188.68
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,47.36,0.26,189.36
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,47.88,0.27,191.66
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,49.28,0.26,196.82
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,50.13,0.26,200.36
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,50.44,0.27,201.63
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,49.91,0.26,199.48
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,49.05,0.26,196.16
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,48.79,0.27,195.15
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,49.38,0.26,197.23
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,49.93,0.26,199.42
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,50.22,0.27,200.54
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,49.65,0.28,198.3
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,49.58,0.27,198.07
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,49.23,0.27,196.67
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,49.81,0.28,198.95
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,49.41,0.27,197.41
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,48.85,0.26,195.23
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,48.03,0.27,192.11
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,47.92,0.27,191.35
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,48.28,0.27,192.97
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,10,1,48.74,0.27,194.78
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.21,0.37,197.27
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,70.07,0.38,200.16
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,70.37,0.36,200.71
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,68.95,0.38,196.89
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.17,0.38,197.44
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,70.33,0.37,200.49
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.34,0.39,198.14
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.57,0.36,198.58
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.07,0.36,197.33
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,70.01,0.36,199.63
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.89,0.36,199.36
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.47,0.36,197.91
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,58.11,0.35,193.47
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,68.44,0.36,195.32
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.42,0.36,198.17
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.29,0.35,197.68
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,67.8,0.37,193.84
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,70.63,0.37,201.5
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,72.11,0.36,206.0
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,71.83,0.37,205.2
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,70.7,0.38,201.84
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.27,0.38,198.04
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.73,0.38,198.99
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,70.6,0.37,201.52
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,71.04,0.38,202.77
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,70.17,0.38,200.38
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.85,0.37,199.44
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,70.5,0.4,201.04
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.93,0.39,199.62
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,15,1,69.66,0.39,198.63
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,92.6,0.49,205.34
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,93.83,0.5,207.96
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,90.59,0.5,200.96
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,90.69,0.47,201.04
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,91.92,0.47,203.93
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,93.59,0.46,207.57
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,92.26,0.47,204.5
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,91.65,0.47,203.22
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,93.9,0.47,208.09
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,95.36,0.47,211.33
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,96.53,0.48,213.81
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,93.63,0.48,207.38
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,89.81,0.48,198.97
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,90.39,0.49,200.34
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,91.68,0.49,203.11
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,91.83,0.47,203.63
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,91.81,0.47,203.49
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,89.91,0.49,199.4
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,88.78,0.49,196.93
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,99.93,0.52,199.09
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,88.75,0.47,196.78
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,88.72,0.47,196.83
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,91.03,0.46,201.9
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,91.91,0.48,203.63
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,91.43,0.49,202.57
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,91.15,0.48,201.93
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,90.24,0.47,200.11
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,90.42,0.47,200.52
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,92.73,0.47,205.49
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,20,1,93.82,0.48,208.03
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,134.17,0.68,205.78
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,131.04,0.67,201.32
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,133.89,0.69,205.35
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,135.69,0.69,208.13
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,133.99,0.7,205.74
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,134.41,0.69,206.43
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,142.66,0.73,203.47
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,140.23,0.71,199.97
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,130.0,0.67,199.6
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,134.68,0.66,206.73
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,138.56,0.69,212.67
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,143.47,0.71,204.55
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,131.38,0.68,201.68
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,131.02,0.67,201.27
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,133.63,0.68,205.21
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,133.42,0.69,204.92
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,133.87,0.68,205.41
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,134.09,0.68,206.06
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,135.37,0.7,207.96
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,144.84,0.71,206.55
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,132.94,0.68,204.37
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,144.38,0.71,205.94
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,131.16,0.7,201.55
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,131.64,0.68,202.14
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,131.03,0.68,201.13
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,134.36,0.68,206.16
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,136.8,0.67,209.83
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,132.4,0.69,203.18
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,131.74,0.66,202.23
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,30,1,131.77,0.66,202.48
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,223.21,1.08,212.03
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,218.09,1.09,207.32
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,222.46,1.09,211.43
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,237.95,1.1,215.78
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,229.14,1.11,208.02
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,221.73,1.08,210.8
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,223.97,1.09,213.02
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,224.73,1.11,213.46
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,220.3,1.08,209.25
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,221.03,1.08,210.08
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,224.48,1.06,213.52
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,225.87,1.1,214.62
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,220.34,1.1,209.27
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,224.33,1.09,213.23
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,220.67,1.1,209.74
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,225.95,1.08,214.66
SD-v1-5,image,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,65536,50,1,221.46,1.09,210.59
