model,modality,hardware,arch_type,params_B,hw_tdp,compute_units,memory_bw,output_complexity,num_steps,batch_size,energy_j,time_s,avg_power_w
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,272.16,13.05,20.65
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,276.08,13.05,20.32
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,278.9,13.07,20.04
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,398.87,18.97,20.93
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,403.38,18.99,20.83
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,396.84,18.97,21.16
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,406.61,19.01,20.6
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,397.59,19.0,21.31
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,405.54,19.01,20.92
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,402.26,19.0,21.01
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,397.52,19.03,21.19
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,395.1,19.0,20.95
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,394.38,18.98,21.22
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,403.53,18.96,20.84
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,399.76,18.98,20.96
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,401.05,18.99,20.98
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,399.98,18.99,20.9
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,397.69,18.97,21.02
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,406.19,18.99,20.66
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,399.72,18.99,21.17
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,397.73,18.98,20.96
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,392.47,18.99,21.24
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,406.96,18.99,20.5
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,401.1,18.99,20.91
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,395.81,19.0,21.08
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,395.66,18.99,21.28
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,399.08,18.98,20.89
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,400.18,18.99,20.98
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,398.49,19.0,21.08
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,400.36,18.99,21.02
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,399.58,19.0,21.18
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,403.07,19.0,20.67
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,394.32,18.98,21.35
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,254.45,12.32,19.83
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,249.59,12.28,20.71
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,249.09,12.25,20.71
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,254.65,12.29,19.97
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,255.49,12.31,20.1
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,252.16,12.3,20.36
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,258.53,12.38,20.21
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,250.95,12.23,21.08
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,258.45,12.23,20.96
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,263.55,12.31,20.29
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,260.36,12.18,21.26
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,259.82,12.32,21.44
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,254.4,12.28,21.52
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,259.52,12.45,21.01
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,258.14,12.34,20.72
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,254.94,12.17,21.2
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,254.58,12.37,20.52
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,256.13,12.32,20.14
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,258.93,12.42,20.84
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,269.82,12.44,20.64
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,264.88,12.42,21.46
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,269.67,12.43,20.89
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,263.89,12.4,21.5
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,253.31,12.38,20.16
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,257.36,12.36,19.83
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,257.94,12.32,20.27
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,260.98,12.32,20.33
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,263.89,12.33,20.36
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,261.29,12.34,20.64
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,253.0,12.35,21.31
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,549.9,23.04,23.4
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,546.4,22.85,24.15
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,548.85,22.84,23.64
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,549.25,22.89,23.35
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,549.47,22.87,23.39
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,546.48,22.86,23.52
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,547.01,22.84,23.22
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,544.55,22.89,23.51
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,542.04,22.83,23.88
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,547.04,22.84,23.45
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,542.73,22.86,23.53
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,545.63,22.87,23.59
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,539.99,22.85,23.81
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,541.31,22.83,23.96
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,543.88,22.84,23.56
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,542.53,22.84,23.78
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,543.78,22.82,23.92
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,540.92,22.88,23.75
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,546.18,22.9,23.32
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,538.55,22.82,24.08
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,542.27,22.85,23.61
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,541.13,22.85,23.65
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,544.55,22.87,23.57
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,545.01,22.86,23.43
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,547.39,22.84,23.51
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,542.1,22.9,23.72
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,539.77,22.84,23.82
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,538.78,22.85,23.92
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,542.35,22.89,23.6
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,20,1,541.39,22.87,23.8
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,843.33,34.47,24.14
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,837.21,34.21,24.13
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,837.73,34.18,24.22
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,837.04,34.2,24.28
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,835.36,34.2,24.22
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,834.68,34.2,24.29
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,836.08,34.17,24.32
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,833.69,34.19,24.36
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,834.14,34.21,24.15
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,835.94,34.21,24.14
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,836.21,34.21,24.29
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,832.94,34.18,24.35
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,834.91,34.25,24.07
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,836.18,34.19,24.32
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,836.42,34.25,23.99
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,832.02,34.19,24.42
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,834.29,34.18,24.37
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,831.51,34.17,24.48
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,837.49,34.19,24.21
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,834.99,34.18,24.28
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,835.63,34.19,24.15
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,829.22,34.21,24.4
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,833.47,34.19,24.33
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,830.67,34.18,24.44
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,832.99,34.2,24.37
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,830.8,34.19,24.38
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,834.26,34.19,24.24
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,836.14,34.21,24.2
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,832.26,34.17,24.57
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,786432,20,1,837.78,34.2,24.13
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,375.51,18.07,21.0
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,379.67,18.06,20.67
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,383.76,18.06,20.81
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,381.69,18.1,21.02
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,381.82,18.12,20.74
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,382.18,18.12,20.68
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,388.08,17.9,20.81
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,384.56,18.08,20.81
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,380.65,18.07,20.97
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,380.94,18.1,21.01
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,382.01,18.1,20.85
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,376.41,18.09,21.23
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,380.53,18.26,21.0
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,380.63,18.15,21.04
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,382.67,18.16,20.48
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,379.86,18.12,21.0
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,377.72,18.1,21.18
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,384.47,18.17,20.55
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,383.27,18.07,20.79
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,387.24,17.95,20.9
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,387.18,18.11,20.52
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,381.44,18.08,21.01
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,378.23,18.09,21.26
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,384.37,18.09,20.78
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,380.87,18.08,21.11
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,380.61,18.15,20.87
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,377.0,18.11,21.15
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,380.05,18.11,21.19
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,380.69,18.09,20.98
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,262144,30,1,385.86,18.15,20.56
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,814.13,33.7,23.92
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,810.41,33.63,23.77
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,802.6,33.64,23.93
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,801.45,33.62,23.98
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,803.86,33.61,23.83
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,806.12,33.62,23.74
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,804.31,33.63,23.74
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,808.56,33.58,23.62
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,808.66,33.66,23.57
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,800.97,33.64,23.94
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,804.96,33.63,23.7
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,798.83,33.66,23.91
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,807.24,33.67,23.6
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,804.82,33.67,23.67
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,806.82,33.64,23.76
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,800.06,33.59,24.03
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,808.86,33.64,23.63
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,807.07,33.67,23.58
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,804.34,33.65,23.88
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,804.94,33.67,23.76
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,802.77,33.61,23.99
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,801.57,33.66,23.91
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,803.62,33.61,23.96
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,805.87,33.67,23.67
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,800.52,33.64,23.92
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,802.51,33.62,23.89
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,803.87,33.59,23.93
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,802.56,33.62,23.82
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,805.0,33.63,23.76
AnimateDiff-v1.5,video,Apple M4 Pro,1,0.9,40,20,273,524288,30,1,805.56,33.65,23.67
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,19.03,4.0,4.55
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,19.7,2.91,5.87
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,20.4,2.89,5.89
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,19.41,2.88,6.51
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,18.36,2.87,6.69
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,19.91,2.86,6.27
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,18.33,2.87,6.63
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,18.59,2.81,6.48
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,19.61,2.86,6.43
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,18.2,2.84,6.86
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,18.85,2.86,6.7
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,18.93,2.81,6.56
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,19.02,2.83,6.6
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,18.67,2.84,6.93
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,19.05,2.81,6.57
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,19.18,2.87,6.62
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,20.79,2.83,6.19
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,20.26,2.86,6.26
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,21.0,2.87,6.05
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,17.59,2.8,7.34
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,20.28,2.87,6.24
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,20.43,2.82,6.24
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,18.5,2.82,6.75
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,18.82,2.82,6.49
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,20.67,2.87,5.99
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,20.11,2.86,6.36
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,18.83,2.86,6.57
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,21.05,2.82,6.09
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,20.22,2.86,6.32
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,128,1,1,20.66,2.82,6.03
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,60.47,22.5,2.8
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,51.38,9.78,5.34
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,45.07,5.89,7.23
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,43.93,6.0,7.08
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,45.03,5.91,7.2
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,43.21,5.96,7.45
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,44.82,5.95,7.17
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,45.42,5.97,7.09
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,44.96,5.9,7.32
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,44.17,5.93,7.58
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,45.2,5.94,7.15
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,44.1,5.96,7.47
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,45.46,5.98,7.12
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,45.34,5.98,7.25
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,44.79,5.93,7.07
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,45.62,5.91,7.22
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,44.28,5.95,7.4
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,45.84,5.94,6.9
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,45.27,5.96,7.37
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,44.85,5.97,7.33
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,44.63,6.0,7.21
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,44.8,5.96,7.33
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,43.63,5.99,7.35
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,44.41,5.94,7.55
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,44.83,5.96,7.32
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,44.75,5.97,7.44
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,43.84,6.0,7.5
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,43.61,6.02,7.23
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,45.31,5.94,7.27
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,256,1,1,45.44,5.96,7.28
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,160.65,38.09,4.2
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,107.52,29.34,3.73
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,102.31,9.74,10.56
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,103.96,9.54,10.66
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,103.82,9.52,10.72
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,104.94,9.57,10.57
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,103.74,9.48,11.22
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,104.06,9.53,10.85
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,101.86,9.56,10.83
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,103.3,9.55,10.63
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,103.0,9.55,10.55
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,102.56,9.56,10.54
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,101.73,9.59,10.62
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,99.57,9.59,10.77
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,101.64,9.53,10.55
MusicGen-small,music,Apple M4 Pro,0,0.589,40,20,273,512,1,1,100.85,9.56,10.47
